instance,added_at,updated_at,checked_at,uptime,up,dead,version,ipv6,https_score,https_rank,obs_score,obs_rank,users,statuses,connections,open_registrations,topic
libera.tokyo,2022-11-21T07:42:44.225Z,2024-10-30T12:37:01.322Z,2024-10-30T12:37:01.322Z,1,true,false,,true,5,"F ",125,A+,21,32626,10294,true,LIBERA TOKYO
mastodon.jabbxi.de,2022-11-21T07:42:44.661Z,2024-10-30T12:30:37.264Z,2024-10-30T12:30:37.264Z,1,true,false,,false,5,"F ",70,"B ",3,55,4914,true,mastodon.jabbxi.de
gram.social,2022-11-21T07:42:45.523Z,2024-10-30T12:50:05.820Z,2024-10-30T12:50:05.820Z,1,true,false,,true,5,F,35,"D ",4744,2514693,10045,true,Gram Social
mastodon.cyborgcentral.net,2022-11-21T07:42:48.513Z,2024-10-30T12:31:09.120Z,2024-10-30T12:31:09.120Z,1,false,false,4.3.1,true,10,"E ",80,B+,3,908,13551,true,mastodon.cyborgcentral.net
geek.gay,2022-11-21T07:42:49.919Z,2024-10-30T12:32:06.146Z,2024-10-30T12:32:06.146Z,1,true,false,,false,100,A+,125,A+,9,481,7237,true,Geek.gay
rebelbase.site,2022-11-21T07:42:55.280Z,2024-10-30T12:36:48.935Z,2024-10-30T12:36:48.935Z,1,true,false,,false,10,"E ",80,B+,262,36148,15771,true,Rebel Base
yokai.cafe,2022-11-21T07:42:56.463Z,2024-10-30T12:30:12.731Z,2024-10-30T12:30:12.731Z,1,false,false,,true,10,"E ",80,B+,26,3901,11902,true,Yokai Cafe
librosphere.fr,2022-11-21T07:42:58.458Z,2024-10-30T12:36:27.994Z,2024-10-30T12:36:27.994Z,1,true,false,,true,10,"E ",80,B+,211,25506,17575,true,Librosphère
3zi.ru,2022-11-21T07:42:58.496Z,2024-10-30T12:30:50.066Z,2024-10-30T12:30:50.066Z,1,true,false,4.3.1,false,100,A+,80,B+,21,246221,13160,true,Тризи.ру
toot.jimmygulp.co.uk,2022-11-21T07:43:04.808Z,2024-10-30T12:31:52.449Z,2024-10-30T12:31:52.449Z,1,true,false,,true,5,"F ",80,B+,4,71,5727,true,toot.jimmygulp.co.uk
social.caskey-demaret.se,2022-11-21T07:43:05.881Z,2024-10-30T12:55:06.620Z,2024-10-30T12:55:06.620Z,1,true,false,4.3.0,false,5,"F ",80,B+,4,674,7565,true,Caskey-Demaret Socials
mst.thumped.com,2022-11-21T07:43:05.923Z,2024-10-30T12:36:29.231Z,2024-10-30T12:36:29.231Z,1,true,false,4.1.4,false,5,"F ",60,C+,8,1361,8786,true,Mastodon @ Thumped
social.retronerd.at,2022-11-21T07:43:08.201Z,2024-10-30T12:32:10.854Z,2024-10-30T12:32:10.854Z,1,true,false,4.3.1,false,10,"E ",80,B+,6,91,11082,true,social.retronerd.at
stars.eroaward.com,2022-11-21T07:43:09.694Z,2024-10-30T12:32:07.137Z,2024-10-30T12:32:07.137Z,1,true,false,4.3.1,true,0,,80,B+,195,380,9420,true,Nominees & EroShops
houseofloy.net,2022-11-21T07:43:10.558Z,2024-10-30T12:31:34.513Z,2024-10-30T12:31:34.513Z,1,true,false,,true,5,"F ",80,B+,5,68,30,true,HoL Pleroma
shitpost.cloud,2022-11-21T07:43:12.078Z,2024-10-30T12:35:06.288Z,2024-10-30T12:35:06.288Z,1,true,false,,false,10,"E ",80,B+,192,88720,18442,true,The Shitpost Cloud
social.stracknet.com,2022-11-21T07:43:13.322Z,2024-10-30T13:05:05.651Z,2024-10-30T13:05:05.651Z,1,true,false,,false,5,"F ",80,B+,18,575,4449,true,StrackNet
sardegna.social,2022-11-21T07:43:17.532Z,2024-10-30T12:35:18.157Z,2024-10-30T12:35:18.157Z,1,true,false,4.1.9,false,5,"F ",80,B+,80,2604,8057,true,Sardegna.social
mastodon.buzhangjiuzhou.com,2022-11-21T07:43:18.067Z,2024-10-30T13:15:10.402Z,2024-10-30T13:15:10.402Z,1,true,false,4.3.0,true,5,"F ",80,B+,17,9316,100990,true,步丈九州的长毛象
az.social,2022-11-21T07:43:18.196Z,2024-10-30T12:35:24.671Z,2024-10-30T12:35:24.671Z,1,true,false,,false,100,A+,130,A+,44,4579,16572,true,az.social
toots.im,2022-11-21T07:43:21.567Z,2024-10-30T12:36:27.389Z,2024-10-30T12:36:27.389Z,1,true,false,,false,5,"F ",80,B+,2,366,5253,true,TootsIM
social.ellijaymakerspace.org,2022-11-21T07:43:21.762Z,2024-10-30T12:35:23.945Z,2024-10-30T12:35:23.945Z,1,true,false,,false,10,"E ",80,B+,11,1108,13412,true,Ellijay Makerspace Social
screaming.com,2022-11-21T07:43:21.861Z,2024-10-30T12:35:36.594Z,2024-10-30T12:35:36.594Z,1,true,false,,false,10,"E ",125,A+,15,300,13025,true,Screaming!
onemorestop.photo,2022-11-21T07:43:22.083Z,2024-10-30T13:15:08.064Z,2024-10-30T13:15:08.064Z,1,true,false,3.5.3,false,10,"E ",50,"C ",22,2913,12257,true,One More Stop
friendica.eskimo.com,2022-11-21T07:43:26.333Z,2024-10-30T12:36:20.301Z,2024-10-30T12:36:20.301Z,1,true,false,,false,100,A+,25,D-,2207,27247,31513,true,Friendica Social Network
piratenpartei.social,2022-11-21T07:43:27.015Z,2024-10-30T12:31:23.968Z,2024-10-30T12:31:23.968Z,1,true,false,,true,10,"E ",65,B-,0,0,0,true,piratenpartei.social
goblin.technology,2022-11-21T07:43:27.936Z,2024-10-30T12:36:27.561Z,2024-10-30T12:36:27.561Z,1,true,false,,false,10,"E ",80,B+,28,33910,7522,true,Hold Me Closer Tiny Goblin
sp.kub2091.ru,2022-11-21T07:43:34.381Z,2024-10-30T12:31:34.810Z,2024-10-30T12:31:34.810Z,1,false,false,3.4.4,false,5,"F ",80,B+,35,2196,5085,true,Союз Советских Писателей
dabzyum.masto.host,2022-11-21T07:43:35.523Z,2024-10-30T12:31:34.691Z,2024-10-30T12:31:34.691Z,1,true,false,4.3.1,true,0,,80,B+,9,197,1636,true,Kreuzwegge
social.terbeest.net,2022-11-21T07:43:42.610Z,2024-10-30T12:45:09.745Z,2024-10-30T12:45:09.745Z,1,true,false,,true,5,"F ",130,A+,3,90,10840,true,Mastodon
pkteerium.xyz,2022-11-21T07:43:51.637Z,2024-10-30T12:36:18.053Z,2024-10-30T12:36:18.053Z,1,true,false,,true,10,"E ",35,"D ",51,12182,14553,true,The Pkteerium
magincia.cafe,2022-11-21T07:43:58.016Z,2024-10-30T12:36:45.878Z,2024-10-30T12:36:45.878Z,1,true,false,4.3.1+magincia,true,100,A+,125,A+,30,5856,21148,true,Magincia
cinnamond.social,2022-11-21T07:44:09.512Z,2024-10-30T13:15:10.693Z,2024-10-30T13:15:10.693Z,1,true,false,,false,5,"F ",80,B+,3,447,4315,true,Mastodon
hyss.us,2022-11-21T07:44:09.915Z,2024-10-30T12:30:29.629Z,2024-10-30T12:30:29.629Z,1,true,false,4.0.0,false,100,A+,65,B-,11,2459,8399,true,Mastodon
node.isonomia.net,2022-11-21T07:44:12.984Z,2024-10-30T12:35:37.583Z,2024-10-30T12:35:37.583Z,1,true,false,,true,10,"E ",80,B+,1,14625,5708,true,node.isonomia.net
left-tusk.com,2022-11-21T07:44:13.793Z,2024-10-30T12:35:27.861Z,2024-10-30T12:35:27.861Z,1,true,false,4.3.1,false,0,,80,B+,16,29239,20975,true,Mastodon
moessingen.social,2022-11-21T07:44:16.873Z,2024-10-30T12:35:59.571Z,2024-10-30T12:35:59.571Z,1,true,false,4.3.0,true,5,"F ",80,B+,47,7408,17794,true,moessingen.social
leds.social,2022-11-21T07:44:17.572Z,2024-10-30T12:36:22.637Z,2024-10-30T12:36:22.637Z,1,true,false,4.3.1,false,0,,80,B+,53,7843,22176,true,LEDs
mastodon.ashevillains.org,2022-11-21T07:44:18.599Z,2024-10-30T12:30:51.904Z,2024-10-30T12:30:51.904Z,1,true,false,,false,100,A+,125,A+,13,410,9749,true,Ashevilliains Mastodon
mastodon.fibee.fr,2022-11-21T07:44:19.241Z,2024-10-30T12:31:17.814Z,2024-10-30T12:31:17.814Z,1,true,false,4.3.1,true,0,,80,B+,14,587,1279,true,Mastodon
canary.fedibird.com,2022-11-21T07:44:21.893Z,2024-10-30T12:35:27.063Z,2024-10-30T12:35:27.063Z,1,true,false,3.5.3,true,5,"F ",80,B+,2,7,5827,true,Canary Fedibird
jade.moe,2022-11-21T07:44:26.229Z,2024-10-30T12:35:44.776Z,2024-10-30T12:35:44.776Z,1,true,false,,false,100,A+,80,B+,10,60874,18565,true,jade.moe
our.devchatter.com,2022-11-21T07:44:35.020Z,2024-10-30T12:36:52.978Z,2024-10-30T12:36:52.978Z,1,true,false,4.3.1,true,0,,80,B+,11,3084,14816,true,DevChatter
pellicule.bim.land,2022-11-21T07:44:36.379Z,2024-10-30T12:32:09.701Z,2024-10-30T12:32:09.701Z,1,true,false,,false,10,"E ",35,"D ",1072,47268,1257,true,pellicule
mastodon.delta-t.work,2022-11-21T07:44:37.384Z,2024-10-30T12:30:36.225Z,2024-10-30T12:30:36.225Z,1,true,false,,true,5,"F ",125,A+,5,6786,3031,true,ﾃﾞﾙﾀﾃｨｰﾄﾞｯﾄﾜｰｸ
pleroma.8777.ch,2022-11-21T07:44:38.128Z,2024-10-30T12:36:34.098Z,2024-10-30T12:36:34.098Z,1,true,false,,true,10,"E ",80,B+,33,19198,12612,true,8777ch
mastodon.baazee.social,2022-11-21T07:44:39.255Z,2024-10-30T12:30:08.406Z,2024-10-30T12:30:08.406Z,1,true,false,4.3.1,true,0,,80,B+,10,911,13313,true,mastodon.baazee.social
waha.work,2022-11-21T07:44:39.462Z,2024-10-30T12:35:16.166Z,2024-10-30T12:35:16.166Z,1,true,false,,false,5,"F ",130,A+,117,810834,9315,true,(っ＾ω＾c)
gervtuber.de,2022-11-21T07:44:39.642Z,2024-10-30T12:35:48.508Z,2024-10-30T12:35:48.508Z,1,true,false,4.1.4,false,5,"F ",80,B+,97,3424,6553,true,GerVTuber
mstdn.sheehanmiles.com,2022-11-21T07:44:40.699Z,2024-10-30T13:15:08.994Z,2024-10-30T13:15:08.994Z,1,true,false,4.1.4,false,100,A+,60,C+,5,555,10917,true,Mastodon
social.digitalesozialearbeit.de,2022-11-21T07:44:42.490Z,2024-10-30T12:35:50.192Z,2024-10-30T12:35:50.192Z,1,true,false,,false,5,"F ",80,B+,7,89,3358,true,Mastodon
social.lc,2022-11-21T07:44:44.567Z,2024-10-30T12:31:57.520Z,2024-10-30T12:31:57.520Z,1,true,false,,true,5,"F ",125,A+,4,252,10392,true,social.lc
forestver.se,2022-11-21T07:44:45.472Z,2024-10-30T13:10:10.850Z,2024-10-30T13:10:10.850Z,1,true,false,,false,5,"F ",125,A+,4,2,3134,true,forestverse
toot.chalec.org,2022-11-21T07:44:45.551Z,2024-10-30T12:36:58.659Z,2024-10-30T12:36:58.659Z,1,true,false,,true,0,"T ",110,A+,26,386,7347,true,TOOT Chalec
cthulhu.love,2022-11-21T07:44:46.205Z,2024-10-30T12:35:58.990Z,2024-10-30T12:35:58.990Z,1,false,false,,false,100,A+,125,A+,5,3,1280,true,Mastodon
cybervillains.com,2022-11-21T07:44:57.816Z,2024-10-30T12:36:31.969Z,2024-10-30T12:36:31.969Z,1,true,false,4.3.1,true,0,,125,A+,254,7360,25079,true,The Lair of the CyberVillains
turingfesten.dk,2022-11-21T07:44:58.754Z,2024-10-30T12:32:05.416Z,2024-10-30T12:32:05.416Z,1,false,false,,false,10,"E ",80,B+,27,1451,11346,true,Turingfesten
labview.social,2022-11-21T07:44:59.981Z,2024-10-30T12:31:02.280Z,2024-10-30T12:31:02.280Z,1,true,false,4.1.4,false,0,,80,B+,15,115,4653,true,labview.social
teal.social,2022-11-21T07:45:00.676Z,2024-10-30T12:40:04.273Z,2024-10-30T12:40:04.273Z,1,true,false,4.3.1,true,100,A+,80,B+,102,8704,9660,true,teal.social
tribe.net,2022-11-21T07:45:02.445Z,2024-10-30T12:32:01.623Z,2024-10-30T12:32:01.623Z,1,true,false,,false,5,"F ",80,B+,3440,19578,15729,true,tribe.net
tastybugs.club,2022-11-21T07:45:05.313Z,2024-10-30T12:36:17.851Z,2024-10-30T12:36:17.851Z,1,true,false,4.3.1,false,0,,80,B+,2,2000,10889,true,Tasty Bugs Club
kaputtendorf.de,2022-11-21T07:45:09.548Z,2024-10-30T13:05:04.674Z,2024-10-30T13:05:04.674Z,1,true,false,,true,10,E,125,A+,4,306,5976,true,Kaputtendorf
social.caa-ins.org,2022-11-21T07:45:13.672Z,2024-10-30T12:32:07.712Z,2024-10-30T12:32:07.712Z,1,true,false,4.0.2,false,5,"F ",75,"B ",638,6614,12034,true,Mastodon
social.milchreislieferei.de,2022-11-21T07:45:13.736Z,2024-10-30T12:35:36.500Z,2024-10-30T12:35:36.500Z,1,true,false,,true,100,A+,125,A+,8,5601,14511,true,Mastodon
mastodon.economiasocial.org,2022-11-21T07:45:17.981Z,2024-10-30T13:15:06.814Z,2024-10-30T13:15:06.814Z,1,true,false,4.1.5,false,10,"E ",80,B+,72,7144,4239,true,Mastodon
social.bitwig.community,2022-11-21T07:45:22.323Z,2024-10-30T13:15:18.877Z,2024-10-30T13:15:18.877Z,1,true,false,4.3.1,true,0,,80,B+,164,14079,25333,true,Bitwig Community
queerdon.social,2022-11-21T07:45:24.388Z,2024-10-30T12:30:06.912Z,2024-10-30T12:30:06.912Z,1,true,false,,true,5,F,80,B+,10,276,8333,true,Queerdon
kogumus.masto.host,2022-11-21T07:45:24.809Z,2024-10-30T12:31:09.585Z,2024-10-30T12:31:09.585Z,1,true,false,4.3.1,true,0,,80,B+,10,1750,12397,true,Kogumuse Mastodon
emancipe.es,2022-11-21T07:45:26.524Z,2024-10-30T13:05:06.753Z,2024-10-30T13:05:06.753Z,1,true,false,,false,10,"E ",80,B+,6,18,607,true,emancipe•es
workaholic.cloud,2022-11-21T07:45:28.370Z,2024-10-30T12:31:44.115Z,2024-10-30T12:31:44.115Z,1,true,false,4.3.1,true,5,"F ",80,B+,13,2509,517,true,Workaholic.cloud
masto1.100flowers.tech,2022-11-21T07:45:30.754Z,2024-10-30T12:36:54.721Z,2024-10-30T12:36:54.721Z,1,true,false,4.2.8,false,100,A+,125,A+,3,107,8814,true,Masto1
m.wulingate.com,2022-11-21T07:45:31.274Z,2024-10-30T12:30:57.185Z,2024-10-30T12:30:57.185Z,1,true,false,,true,10,"E ",125,A+,13,443,137873,true,Mastodon by WulinGate
social.owlcode.tech,2022-11-21T07:45:34.422Z,2024-10-30T12:36:16.965Z,2024-10-30T12:36:16.965Z,1,true,false,,false,5,"F ",80,B+,2,19,9088,true,Mastodon
gts.test.fedi.monster,2022-11-21T07:45:35.157Z,2024-10-30T12:30:11.830Z,2024-10-30T12:30:11.830Z,1,true,false,,true,5,"F ",80,B+,4,7,37,true,gts.test.fedi.monster
mastodon.miicat.eu,2022-11-21T07:45:47.169Z,2024-10-30T12:30:52.103Z,2024-10-30T12:30:52.103Z,1,true,false,4.3.1,true,10,"E ",80,B+,2,2541,13903,true,Mastodon
lm.kazv.moe,2022-11-21T07:45:48.683Z,2024-10-30T12:37:00.581Z,2024-10-30T12:37:00.581Z,1,true,false,,false,10,"E ",80,B+,22,61,1110,true,Pleroma
ttrpg-hangout.social,2022-11-21T07:45:50.985Z,2024-10-30T12:35:34.273Z,2024-10-30T12:35:34.273Z,1,true,false,4.3.1,false,10,"E ",80,B+,47,5034,14874,true,TTRPG-Hangout.social
ftp.crysp.org,2022-11-21T07:45:51.206Z,2024-10-30T12:31:12.092Z,2024-10-30T12:31:12.092Z,1,true,false,,false,5,"F ",125,A+,16,986,9325,true,CrySP
mstdn.shalyu.run,2022-11-21T07:45:52.099Z,2024-10-30T12:30:55.561Z,2024-10-30T12:30:55.561Z,1,true,false,4.3.1,true,10,"E ",125,A+,26,111226,11766,true,Nellenverse
cailincat.cloud,2022-11-21T07:45:52.639Z,2024-10-30T12:36:43.404Z,2024-10-30T12:36:43.404Z,1,true,false,4.3.0,true,100,A+,80,B+,5,6678,14038,true,Is cait muid
tvitero.com,2022-11-21T07:45:53.247Z,2024-10-30T12:36:44.707Z,2024-10-30T12:36:44.707Z,1,true,false,4.3.1,false,10,"E ",80,B+,40,8842,6239,true,Tvitero -- Esperanto
epsilon-ix.masto.host,2022-11-21T07:45:54.084Z,2024-10-30T12:35:03.377Z,2024-10-30T12:35:03.377Z,1,true,false,4.3.1,true,0,,80,B+,12,13848,21280,true,Epsilon-IX.Masto.Host
seafoam.space,2022-11-21T07:45:57.623Z,2024-10-30T13:15:06.266Z,2024-10-30T13:15:06.266Z,1,true,false,,false,0,,80,B+,176,31564,24292,true,Coral Castle
social.comacero.com,2022-11-21T07:45:59.922Z,2024-10-30T12:45:09.835Z,2024-10-30T12:45:09.835Z,1,true,false,,false,5,"F ",100,A+,2,25,1186,true,social.comacero.com
gearlandia.haus,2022-11-21T07:45:59.932Z,2024-10-30T12:36:31.028Z,2024-10-30T12:36:31.028Z,1,true,false,,false,100,A+,110,A+,64,259886,19686,true,Gearlandia
nongrata.social,2022-11-21T07:46:00.211Z,2024-10-30T12:36:49.023Z,2024-10-30T12:36:49.023Z,1,true,false,4.3.1,false,5,"F ",80,B+,10,48,1783,true,Just a server
sekretaerbaer.de,2022-11-21T07:46:00.297Z,2024-10-30T12:50:03.378Z,2024-10-30T12:50:03.378Z,1,true,false,,true,10,"E ",75,"B ",33,1509,36526,true,..::sekretaerbaer.de::..
edumasto.org,2022-11-21T07:46:01.191Z,2024-10-30T12:30:30.020Z,2024-10-30T12:30:30.020Z,1,true,false,4.3.1,true,10,"E ",125,A+,241,7721,15405,true,EduMasto
vivere.uno,2022-11-21T07:46:02.271Z,2024-10-30T12:32:09.062Z,2024-10-30T12:32:09.062Z,1,true,false,,false,5,"F ",80,B+,98,157581,2057,true,Vivere.uno
akiba.party,2022-11-21T07:46:04.266Z,2024-10-30T12:50:03.383Z,2024-10-30T12:50:03.383Z,1,true,false,4.3.1,false,0,,80,B+,66,3253,11499,true,akiba party
saronno.one,2022-11-21T07:46:04.455Z,2024-10-30T12:35:21.312Z,2024-10-30T12:35:21.312Z,1,true,false,,false,5,"F ",80,B+,66,18112,2642,true,Saronno.one
slap.masterdan.net,2022-11-21T07:46:05.678Z,2024-10-30T12:36:45.707Z,2024-10-30T12:36:45.707Z,1,true,false,4.0.2,true,10,"E ",125,A+,4,293,14865,true,Slap!
social.zlatko.dev,2022-11-21T07:46:07.465Z,2024-10-30T12:35:40.401Z,2024-10-30T12:35:40.401Z,1,true,false,,false,10,"E ",75,"B ",1,1566,3559,true,social.zlatko.dev
wxcloud.social,2022-11-21T07:46:11.206Z,2024-10-30T12:35:43.952Z,2024-10-30T12:35:43.952Z,1,false,false,,false,100,A+,125,A+,58,107280,17879,true,WxCloud
diskette.online,2022-11-21T07:46:13.588Z,2024-10-30T13:15:11.661Z,2024-10-30T13:15:11.661Z,1,true,false,,false,5,"F ",80,B+,3,21,5915,true,Diskette Online
m.quaoar.xyz,2022-11-21T07:46:17.799Z,2024-10-30T12:30:47.916Z,2024-10-30T12:30:47.916Z,1,true,false,,true,5,"F ",80,B+,113,32963,102733,true,创神星
retrodon.jp,2022-11-21T07:46:22.389Z,2024-10-30T12:32:04.877Z,2024-10-30T12:32:04.877Z,1,true,false,3.5.2,false,5,"F ",80,B+,18,696,3955,true,レトロ丼
u2.social,2022-11-21T07:46:26.485Z,2024-10-30T12:36:49.422Z,2024-10-30T12:36:49.422Z,1,true,false,4.3.1,true,100,A+,125,A+,4,18,96744,true,Mastodon
dev.brighteon.social,2022-11-21T07:46:27.321Z,2024-10-30T12:35:45.736Z,2024-10-30T12:35:45.736Z,1,true,false,3.4.6,true,5,"F ",70,"B ",54470,2709482,9336,true,BrighteonSocial
m.tgl.eu,2022-11-21T07:46:27.904Z,2024-10-30T12:30:49.115Z,2024-10-30T12:30:49.115Z,1,true,false,4.3.1,true,0,,80,B+,10,369,5280,true,The Green Land on Mastodon
mast.thomasdmn.net,2022-11-21T07:46:28.355Z,2024-10-30T12:31:49.789Z,2024-10-30T12:31:49.789Z,1,true,false,4.0.2,false,10,"E ",120,A+,3,214,7571,true,Mast_thomasdmn_net_holland_mi
akko.chir.rs,2022-11-21T07:46:29.641Z,2024-10-30T12:35:53.566Z,2024-10-30T12:35:53.566Z,1,true,false,,true,100,A+,100,A+,14,13086,21374,true,Raccoon Noises
toot.dianaband.info,2022-11-21T07:46:29.770Z,2024-10-30T13:15:20.155Z,2024-10-30T13:15:20.155Z,1,true,false,3.2.1,false,10,"E ",80,B+,9,29,676,true,Mastodon
futen.work,2022-11-21T07:46:30.791Z,2024-10-30T12:35:36.842Z,2024-10-30T12:35:36.842Z,1,true,false,4.3.1,false,10,"E ",80,B+,76,189336,9751,true,瘋癲
m.noxie.ch,2022-11-21T07:46:33.205Z,2024-10-30T12:30:56.873Z,2024-10-30T12:30:56.873Z,1,true,false,,true,5,"F ",80,B+,4,1485,13183,true,Noxie's Place
raphus.social,2022-11-21T07:46:36.344Z,2024-10-30T12:35:13.501Z,2024-10-30T12:35:13.501Z,1,true,false,4.3.1,true,10,"E ",125,A+,221,19664,23453,true,Raphus Social
babka.social,2022-11-21T07:46:37.181Z,2024-10-30T12:36:57.305Z,2024-10-30T12:36:57.305Z,1,true,false,,false,100,A+,125,A+,855,218708,31056,true,Babka Social
friendica.opencloud.lu,2022-11-21T07:46:37.810Z,2024-10-30T12:31:15.149Z,2024-10-30T12:31:15.149Z,1,true,false,,false,5,"F ",75,"B ",0,0,0,true,Friendica in Luxembourg
social.b4tech.cc,2022-11-21T07:46:38.628Z,2024-10-30T12:31:57.243Z,2024-10-30T12:31:57.243Z,1,true,false,4.3.1,true,0,,80,B+,8,57,9332,true,For people who believe that the use of technology should be consistent with their Christian faith.
ondergrond.org,2022-11-21T07:46:43.136Z,2024-10-30T12:35:33.178Z,2024-10-30T12:35:33.178Z,1,true,false,,false,5,"F ",125,A+,105,66691,21502,true,Ondergrond.org
novo-atlantis.null.media,2022-11-21T07:46:44.043Z,2024-10-30T12:30:54.453Z,2024-10-30T12:30:54.453Z,1,true,false,,false,10,"E ",80,B+,20,1398,9212,true,twilight city
troettroet.de,2022-11-21T07:46:45.791Z,2024-10-30T13:10:03.415Z,2024-10-30T13:10:03.415Z,1,true,false,,true,5,"F ",80,B+,2,317,6103,true,Mastodon
mstdn.choosingjoy.us,2022-11-21T07:46:49.158Z,2024-10-30T12:30:06.722Z,2024-10-30T12:30:06.722Z,1,true,false,3.5.3,true,5,"F ",125,A+,3,0,1701,true,Mastodon
benzo.fans,2022-11-21T07:47:00.225Z,2024-10-30T12:36:25.441Z,2024-10-30T12:36:25.441Z,1,true,false,4.2.0+glitch,false,5,"F ",80,B+,16,5580,6757,true,benzo.fans
astronomy.city,2022-11-21T07:47:04.392Z,2024-10-30T12:32:06.223Z,2024-10-30T12:32:06.223Z,1,true,false,4.3.1,false,0,,80,B+,15,11271,21155,true,Astronomy.city
alpines.club,2022-11-21T07:47:04.473Z,2024-10-30T12:55:06.580Z,2024-10-30T12:55:06.580Z,1,true,false,,false,5,"F ",80,B+,10,1481,13849,true,Alpines Club
soapbox.midwaytrades.com,2022-11-21T07:47:05.221Z,2024-10-30T12:35:06.453Z,2024-10-30T12:35:06.453Z,1,true,false,,false,10,"E ",80,B+,4,144508,10824,true,MidwayTrades
catharsis.cafe,2022-11-21T07:47:06.060Z,2024-10-30T12:15:03.432Z,2024-10-30T12:15:03.432Z,1,true,false,,true,100,A+,80,B+,33,5039,10220,true,Catharsis
friends.librescrum.org,2022-11-21T07:47:07.792Z,2024-10-30T13:05:07.055Z,2024-10-30T13:05:07.055Z,1,true,false,,true,10,"E ",80,B+,28,1966,9068,true,friends of librescrum
musain.cafe,2022-11-21T07:47:12.883Z,2024-10-30T12:35:07.971Z,2024-10-30T12:35:07.971Z,1,true,false,,false,5,"F ",80,B+,67,49576,7751,true,Café Musain
amala.schwartzwelt.xyz,2022-11-21T07:47:13.245Z,2024-10-30T13:15:09.742Z,2024-10-30T13:15:09.742Z,1,true,false,,false,10,"E ",80,B+,12,26980,12920,true,Schwartzwelt Amala Terminal
mastodon.fosslife.org,2022-11-21T07:47:14.316Z,2024-10-30T12:30:13.165Z,2024-10-30T12:30:13.165Z,1,true,false,3.1.5,false,5,"F ",115,A+,188,2684,6477,true,FOSSlife
grosshans.online,2022-11-21T07:47:20.108Z,2024-10-30T12:35:54.464Z,2024-10-30T12:35:54.464Z,1,false,false,,false,5,"F ",80,B+,5,314,17783,true,Grosshans
pixel.digitalesozialearbeit.de,2022-11-21T07:47:24.787Z,2024-10-30T13:10:10.051Z,2024-10-30T13:10:10.051Z,1,true,false,,false,10,"E ",35,"D ",86,321,4,true,Digitale Soziale Arbeit Pixelfed Instanz
fedi.at,2022-11-21T07:47:31.287Z,2024-10-30T12:30:15.353Z,2024-10-30T12:30:15.353Z,1,true,false,,false,10,"E ",125,A+,534,24012,153375,true,Mastodon Instanz für Österreich
me.memories.am,2022-11-21T07:47:35.142Z,2024-10-30T12:30:47.788Z,2024-10-30T12:30:47.788Z,1,true,false,,false,5,"F ",80,B+,17,2492,12620,true,Memories
mastodon.xethos.net,2022-11-21T07:47:38.966Z,2024-10-30T12:30:36.757Z,2024-10-30T12:30:36.757Z,1,true,false,4.3.1,false,5,"F ",80,B+,3,190,14664,true,Mastodon
social.sattvalife.ru,2022-11-21T07:47:39.342Z,2024-10-30T12:35:40.617Z,2024-10-30T12:35:40.617Z,1,true,false,,false,10,"E ",80,B+,11,81,1010,true,Узел сети Fedivers в благости
wirnity.de,2022-11-21T07:47:44.479Z,2024-10-30T12:15:03.443Z,2024-10-30T12:15:03.443Z,1,true,false,,true,5,"F ",80,B+,0,0,0,true,wirnity
dannythe.site,2022-11-21T07:47:48.527Z,2024-10-30T12:55:02.524Z,2024-10-30T12:55:02.524Z,1,true,false,4.3.1,false,10,"E ",80,B+,12,1315,8210,true,Mastodon
mastodon.balamb.fr,2022-11-21T07:47:49.863Z,2024-10-30T12:30:59.760Z,2024-10-30T12:30:59.760Z,1,true,false,4.3.0,true,10,"E ",80,B+,4,2201,20896,true,Mastodon
social.odessa.dcomm.net.ua,2022-11-21T07:47:50.036Z,2024-10-30T13:15:13.817Z,2024-10-30T13:15:13.817Z,1,true,false,,false,100,A+,80,B+,28,812,10198,true,dComms Odessa Mastodon
mstdn.sublimer.me,2022-11-21T07:47:58.142Z,2024-10-30T12:30:24.632Z,2024-10-30T12:30:24.632Z,1,true,false,4.3.0,true,10,"E ",125,A+,111,97953,15482,true,あすてろいどん
tweep.uk,2022-11-21T07:47:59.480Z,2024-10-30T12:55:05.635Z,2024-10-30T12:55:05.635Z,1,true,false,4.3.0,true,5,F,125,A+,7,370,5734,true,Tweep.uk
easy.saramara.ai,2022-11-21T07:47:59.788Z,2024-10-30T12:31:47.814Z,2024-10-30T12:31:47.814Z,1,true,false,,true,5,"F ",60,C+,72,612,3892,true,SARAMARA
otakufarms.com,2022-11-21T07:48:02.565Z,2024-10-30T13:10:08.528Z,2024-10-30T13:10:08.528Z,1,true,false,,true,5,"F ",30,"D ",68,163,4126,true,Otaku Farms
social.lauercloud.de,2022-11-21T07:48:04.390Z,2024-10-30T12:45:14.305Z,2024-10-30T12:45:14.305Z,1,true,false,,false,5,"F ",125,A+,7,53,6711,true,Mastodon
cho.yukiya.me,2022-11-21T07:48:19.412Z,2024-10-30T12:35:11.191Z,2024-10-30T12:35:11.191Z,1,true,false,4.3.1,false,0,,80,B+,12,7632,13572,true,Momotsuki Square
qwq.ooo,2022-11-21T07:48:23.483Z,2024-10-30T12:45:11.098Z,2024-10-30T12:45:11.098Z,1,true,false,4.3.1,true,5,"F ",80,B+,10,1154,4536,true,浅滩
